Protein IDs	Majority protein IDs	Protein names	Gene names	Fasta headers	Gene name	Nuc_rep2	Nuc_rep3	Total_rep2	Total_rep3	Q-value
Q14318;Q14318-2;U3KQ64;Q14318-3;M0R2K9;U3KQI1;M0R1Q0;M0R1S6;M0R2Q6	Q14318;Q14318-2;U3KQ64;Q14318-3	Peptidyl-prolyl cis-trans isomerase FKBP8	FKBP8	>sp|Q14318|FKBP8_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP8 OS=Homo sapiens GN=FKBP8 PE=1 SV=2;>sp|Q14318-2|FKBP8_HUMAN Isoform 2 of Peptidyl-prolyl cis-trans isomerase FKBP8 OS=Homo sapiens GN=FKBP8;>tr|U3KQ64|U3KQ64_HUMAN Peptidyl-prolyl cis-trans i	FKBP8	NaN	NaN	-0.1121629	-0.5263897	0
Q14320;B0S8I6	Q14320;B0S8I6	Protein FAM50A	FAM50A	>sp|Q14320|FA50A_HUMAN Protein FAM50A OS=Homo sapiens GN=FAM50A PE=1 SV=2;>tr|B0S8I6|B0S8I6_HUMAN Protein FAM50A (Fragment) OS=Homo sapiens GN=FAM50A PE=1 SV=1	FAM50A	0.755144	0.1704378	0.2671163	-0.1282982	0
Q14331;E9PRR7;Q9BZ01;H0YEZ2;E9PLY7	Q14331;E9PRR7;Q9BZ01	Protein FRG1;Protein FRG1B	FRG1;FRG1B	>sp|Q14331|FRG1_HUMAN Protein FRG1 OS=Homo sapiens GN=FRG1 PE=1 SV=1;>tr|E9PRR7|E9PRR7_HUMAN Protein FRG1 (Fragment) OS=Homo sapiens GN=FRG1 PE=1 SV=1;>sp|Q9BZ01|FRG1B_HUMAN Protein FRG1B OS=Homo sapiens GN=FRG1B PE=2 SV=1	FRG1;FRG1B	-0.1550038	0.07231157	-0.01633686	-0.1260136	0
Q14344;Q14344-2	Q14344;Q14344-2	Guanine nucleotide-binding protein subunit alpha-13	GNA13	>sp|Q14344|GNA13_HUMAN Guanine nucleotide-binding protein subunit alpha-13 OS=Homo sapiens GN=GNA13 PE=1 SV=2;>sp|Q14344-2|GNA13_HUMAN Isoform 2 of Guanine nucleotide-binding protein subunit alpha-13 OS=Homo sapiens GN=GNA13	GNA13	-0.3254851	-0.3359177	-0.328453	-0.1493126	0
Q14376;Q5QPP3;Q14376-2;Q5QPP4;Q5QPP1;A0A088AWP6;Q5QPP9	Q14376;Q5QPP3;Q14376-2;Q5QPP4;Q5QPP1;A0A088AWP6	UDP-glucose 4-epimerase	GALE	>sp|Q14376|GALE_HUMAN UDP-glucose 4-epimerase OS=Homo sapiens GN=GALE PE=1 SV=2;>tr|Q5QPP3|Q5QPP3_HUMAN UDP-glucose 4-epimerase (Fragment) OS=Homo sapiens GN=GALE PE=1 SV=1;>sp|Q14376-2|GALE_HUMAN Isoform 2 of UDP-glucose 4-epimerase OS=Homo sapiens GN=GAL	GALE	-0.7104251	-0.2566315	0.1192898	-0.03624479	0
Q14435;E7EUL0;C9J2C3;Q14435-2;H7BZS4;C9J388;S4R3S5	Q14435;E7EUL0;C9J2C3	Polypeptide N-acetylgalactosaminyltransferase 3	GALNT3	>sp|Q14435|GALT3_HUMAN Polypeptide N-acetylgalactosaminyltransferase 3 OS=Homo sapiens GN=GALNT3 PE=1 SV=2;>tr|E7EUL0|E7EUL0_HUMAN Polypeptide N-acetylgalactosaminyltransferase 3 OS=Homo sapiens GN=GALNT3 PE=1 SV=1;>tr|C9J2C3|C9J2C3_HUMAN Polypeptide N-ace	GALNT3	0.07874646	0.05199848	-0.1242043	-0.04947187	0
Q14444-2;Q14444;A0A087X082;G3V153;E9PLA9;E9PP31	Q14444-2;Q14444;A0A087X082;G3V153;E9PLA9;E9PP31	Caprin-1	CAPRIN1	>sp|Q14444-2|CAPR1_HUMAN Isoform 2 of Caprin-1 OS=Homo sapiens GN=CAPRIN1;>sp|Q14444|CAPR1_HUMAN Caprin-1 OS=Homo sapiens GN=CAPRIN1 PE=1 SV=2;>tr|A0A087X082|A0A087X082_HUMAN Caprin-1 OS=Homo sapiens GN=CAPRIN1 PE=4 SV=1;>tr|G3V153|G3V153_HUMAN Caprin-1 OS	CAPRIN1	0.380951	0.3395936	0.1595	0.1660727	0
Q14451-4;Q14451;Q14451-3;Q14451-2	Q14451-4;Q14451;Q14451-3	Growth factor receptor-bound protein 7	GRB7	>sp|Q14451-4|GRB7_HUMAN Isoform 4 of Growth factor receptor-bound protein 7 OS=Homo sapiens GN=GRB7;>sp|Q14451|GRB7_HUMAN Growth factor receptor-bound protein 7 OS=Homo sapiens GN=GRB7 PE=1 SV=2;>sp|Q14451-3|GRB7_HUMAN Isoform 3 of Growth factor receptor-b	GRB7	-0.5306558	-0.4519778	-0.3767137	-0.3575664	0
Q14469	Q14469	Transcription factor HES-1	HES1	>sp|Q14469|HES1_HUMAN Transcription factor HES-1 OS=Homo sapiens GN=HES1 PE=1 SV=1	HES1	1.050885	NaN	NaN	NaN	0
Q14498-2;Q14498;Q14498-3;G3XAC6;H0Y4X3;Q5QP23;Q5QP22;Q5QP21;Q86U06-4;F8WF24;F2Z3E6;F2Z2Z5;F8WF73;A8MYG5;G3V5Z6;H0YJJ3;G3XAP0;A0A087X122;G3V546	Q14498-2;Q14498;Q14498-3;G3XAC6;H0Y4X3	RNA-binding protein 39	RBM39	>sp|Q14498-2|RBM39_HUMAN Isoform 2 of RNA-binding protein 39 OS=Homo sapiens GN=RBM39;>sp|Q14498|RBM39_HUMAN RNA-binding protein 39 OS=Homo sapiens GN=RBM39 PE=1 SV=2;>sp|Q14498-3|RBM39_HUMAN Isoform 3 of RNA-binding protein 39 OS=Homo sapiens GN=RBM39;>tr	RBM39	0.04194384	0.021764	-0.04578878	-0.04033371	0
Q14512	Q14512	Fibroblast growth factor-binding protein 1	FGFBP1	>sp|Q14512|FGFP1_HUMAN Fibroblast growth factor-binding protein 1 OS=Homo sapiens GN=FGFBP1 PE=1 SV=1	FGFBP1	-1.219337	-0.2538421	-0.6248215	-0.4240294	0
Q14527;Q14527-2;H7C5K0	Q14527;Q14527-2;H7C5K0	Helicase-like transcription factor	HLTF	>sp|Q14527|HLTF_HUMAN Helicase-like transcription factor OS=Homo sapiens GN=HLTF PE=1 SV=2;>sp|Q14527-2|HLTF_HUMAN Isoform 2 of Helicase-like transcription factor OS=Homo sapiens GN=HLTF;>tr|H7C5K0|H7C5K0_HUMAN Helicase-like transcription factor (Fragment)	HLTF	0.420725	0.09734114	0.5596386	-0.03953276	0
Q14541;Q14541-2	Q14541;Q14541-2	Hepatocyte nuclear factor 4-gamma	HNF4G	>sp|Q14541|HNF4G_HUMAN Hepatocyte nuclear factor 4-gamma OS=Homo sapiens GN=HNF4G PE=1 SV=3;>sp|Q14541-2|HNF4G_HUMAN Isoform 2 of Hepatocyte nuclear factor 4-gamma OS=Homo sapiens GN=HNF4G	HNF4G	NaN	NaN	NaN	NaN	0
Q14554;Q14554-2;C9JY10;H7C4F9	Q14554;Q14554-2	Protein disulfide-isomerase A5	PDIA5	>sp|Q14554|PDIA5_HUMAN Protein disulfide-isomerase A5 OS=Homo sapiens GN=PDIA5 PE=1 SV=1;>sp|Q14554-2|PDIA5_HUMAN Isoform 2 of Protein disulfide-isomerase A5 OS=Homo sapiens GN=PDIA5	PDIA5	-0.01732945	0.04711958	0.1220763	0.1040682	0
Q14558;Q14558-2;B4DP31;C9J168;C9JNQ3;C9JUN4;C9JKT9	Q14558;Q14558-2;B4DP31;C9J168	Phosphoribosyl pyrophosphate synthase-associated protein 1	PRPSAP1	>sp|Q14558|KPRA_HUMAN Phosphoribosyl pyrophosphate synthase-associated protein 1 OS=Homo sapiens GN=PRPSAP1 PE=1 SV=2;>sp|Q14558-2|KPRA_HUMAN Isoform 2 of Phosphoribosyl pyrophosphate synthase-associated protein 1 OS=Homo sapiens GN=PRPSAP1;>tr|B4DP31|B4DP	PRPSAP1	-0.4318121	NaN	-0.06375594	-0.07236136	0
Q14562;F5H658;K7END7;S4R3S0;K7EJH9;K7EQH7	Q14562;F5H658	ATP-dependent RNA helicase DHX8	DHX8	>sp|Q14562|DHX8_HUMAN ATP-dependent RNA helicase DHX8 OS=Homo sapiens GN=DHX8 PE=1 SV=1;>tr|F5H658|F5H658_HUMAN ATP-dependent RNA helicase DHX8 OS=Homo sapiens GN=DHX8 PE=1 SV=1	DHX8	0.125651	-0.0758545	0.05644473	-0.1542169	0
Q14566	Q14566	DNA replication licensing factor MCM6	MCM6	>sp|Q14566|MCM6_HUMAN DNA replication licensing factor MCM6 OS=Homo sapiens GN=MCM6 PE=1 SV=1	MCM6	-0.04678692	-0.1847525	0.02630426	-0.01294118	0
Q14571;Q14571-2	Q14571	"Inositol 1,4,5-trisphosphate receptor type 2"	ITPR2	">sp|Q14571|ITPR2_HUMAN Inositol 1,4,5-trisphosphate receptor type 2 OS=Homo sapiens GN=ITPR2 PE=1 SV=2"	ITPR2	0.9977621	1.173767	0.4775738	0.25181	0
Q14573;B7ZMI3	Q14573	"Inositol 1,4,5-trisphosphate receptor type 3"	ITPR3	">sp|Q14573|ITPR3_HUMAN Inositol 1,4,5-trisphosphate receptor type 3 OS=Homo sapiens GN=ITPR3 PE=1 SV=2"	ITPR3	1.211448	1.042504	0.1634987	0.1027253	0
Q14574-2;J3QRL9	Q14574-2	Desmocollin-3	DSC3	>sp|Q14574-2|DSC3_HUMAN Isoform 3B of Desmocollin-3 OS=Homo sapiens GN=DSC3	DSC3	0.8328496	0.2764371	0.1284253	NaN	0
Q14592-2;Q14592;Q5CZA5-2;Q08ER8;Q5CZA5;O43296	Q14592-2;Q14592;Q5CZA5-2;Q08ER8;Q5CZA5;O43296	Zinc finger protein 460;Zinc finger protein 805;Zinc finger protein 543;Zinc finger protein 264	ZNF460;ZNF805;ZNF543;ZNF264	>sp|Q14592-2|ZN460_HUMAN Isoform 2 of Zinc finger protein 460 OS=Homo sapiens GN=ZNF460;>sp|Q14592|ZN460_HUMAN Zinc finger protein 460 OS=Homo sapiens GN=ZNF460 PE=1 SV=2;>sp|Q5CZA5-2|ZN805_HUMAN Isoform 2 of Zinc finger protein 805 OS=Homo sapiens GN=ZNF8	ZNF264;ZNF460;ZNF543;ZNF805	0.04404436	0.1118326	NaN	NaN	0.00030812
Q14596-2;Q14596;B7Z5R6	Q14596-2;Q14596;B7Z5R6	Next to BRCA1 gene 1 protein	NBR1	>sp|Q14596-2|NBR1_HUMAN Isoform 2 of Next to BRCA1 gene 1 protein OS=Homo sapiens GN=NBR1;>sp|Q14596|NBR1_HUMAN Next to BRCA1 gene 1 protein OS=Homo sapiens GN=NBR1 PE=1 SV=3;>tr|B7Z5R6|B7Z5R6_HUMAN Next to BRCA1 gene 1 protein OS=Homo sapiens GN=NBR1 PE=1	NBR1	NaN	NaN	NaN	NaN	0
Q14643-4;Q14643-3;Q14643-8;Q14643-7;Q14643-5;Q14643-6;Q14643-2;Q14643	Q14643-4;Q14643-3;Q14643-8;Q14643-7;Q14643-5;Q14643-6;Q14643-2;Q14643	"Inositol 1,4,5-trisphosphate receptor type 1"	ITPR1	">sp|Q14643-4|ITPR1_HUMAN Isoform 4 of Inositol 1,4,5-trisphosphate receptor type 1 OS=Homo sapiens GN=ITPR1;>sp|Q14643-3|ITPR1_HUMAN Isoform 3 of Inositol 1,4,5-trisphosphate receptor type 1 OS=Homo sapiens GN=ITPR1;>sp|Q14643-8|ITPR1_HUMAN Isoform 8 of In"	ITPR1	NaN	NaN	NaN	NaN	0.00015559
Q14644-2;Q14644	Q14644-2;Q14644	Ras GTPase-activating protein 3	RASA3	>sp|Q14644-2|RASA3_HUMAN Isoform 2 of Ras GTPase-activating protein 3 OS=Homo sapiens GN=RASA3;>sp|Q14644|RASA3_HUMAN Ras GTPase-activating protein 3 OS=Homo sapiens GN=RASA3 PE=1 SV=3	RASA3	NaN	NaN	NaN	NaN	0.00084974
Q14651;C9JAM8;C9JYI1;C9JAM3;C9JVY2;C9JU08;C9J359;C9J0F3	Q14651;C9JAM8	Plastin-1	PLS1	>sp|Q14651|PLSI_HUMAN Plastin-1 OS=Homo sapiens GN=PLS1 PE=1 SV=2;>tr|C9JAM8|C9JAM8_HUMAN Plastin-1 (Fragment) OS=Homo sapiens GN=PLS1 PE=1 SV=1	PLS1	0.6429325	0.9125733	0.1110314	0.3160298	0
Q14657	Q14657	L antigen family member 3	LAGE3	>sp|Q14657|LAGE3_HUMAN EKC/KEOPS complex subunit LAGE3 OS=Homo sapiens GN=LAGE3 PE=1 SV=2	LAGE3	NaN	NaN	-0.4142106	NaN	0.00071439
Q14669;Q14669-3;G5E9G6;H7C2Y1;H7C1L9;C9JLJ5;C9JSX9;C9JLD7	Q14669;Q14669-3	E3 ubiquitin-protein ligase TRIP12	TRIP12	>sp|Q14669|TRIPC_HUMAN E3 ubiquitin-protein ligase TRIP12 OS=Homo sapiens GN=TRIP12 PE=1 SV=1;>sp|Q14669-3|TRIPC_HUMAN Isoform 3 of E3 ubiquitin-protein ligase TRIP12 OS=Homo sapiens GN=TRIP12	TRIP12	0.1280294	0.09450638	-0.08227037	0.02545406	0
Q14671-2;Q14671;Q14671-3;Q5T1Z4;Q5T1Z8;H0YEH2;Q14671-4;E9PR38;H0YDK8;H0YC97;E9PMX1;H0YDQ6;E9PM68;E9PL65;H0YDC5	Q14671-2;Q14671;Q14671-3;Q5T1Z4;Q5T1Z8;H0YEH2;Q14671-4;E9PR38;H0YDK8	Pumilio homolog 1	PUM1	>sp|Q14671-2|PUM1_HUMAN Isoform 2 of Pumilio homolog 1 OS=Homo sapiens GN=PUM1;>sp|Q14671|PUM1_HUMAN Pumilio homolog 1 OS=Homo sapiens GN=PUM1 PE=1 SV=3;>sp|Q14671-3|PUM1_HUMAN Isoform 3 of Pumilio homolog 1 OS=Homo sapiens GN=PUM1;>tr|Q5T1Z4|Q5T1Z4_HUMAN	PUM1	-0.04314044	0.06129241	0.1532865	0.1633699	0
Q14674-2;Q14674	Q14674-2;Q14674	Separin	ESPL1	>sp|Q14674-2|ESPL1_HUMAN Isoform 2 of Separin OS=Homo sapiens GN=ESPL1;>sp|Q14674|ESPL1_HUMAN Separin OS=Homo sapiens GN=ESPL1 PE=1 SV=3	ESPL1	NaN	NaN	NaN	NaN	0.00057471
Q14676;Q14676-2;Q14676-3;Q14676-4;H0Y6Z8;A2AB05;A2AB07;A2AB06;A0A087X0R2	Q14676;Q14676-2;Q14676-3;Q14676-4	Mediator of DNA damage checkpoint protein 1	MDC1	>sp|Q14676|MDC1_HUMAN Mediator of DNA damage checkpoint protein 1 OS=Homo sapiens GN=MDC1 PE=1 SV=3;>sp|Q14676-2|MDC1_HUMAN Isoform 2 of Mediator of DNA damage checkpoint protein 1 OS=Homo sapiens GN=MDC1;>sp|Q14676-3|MDC1_HUMAN Isoform 3 of Mediator of DN	MDC1	-0.227236	-0.1310762	NaN	-0.2206142	0
Q14677-3;Q14677-2;Q14677	Q14677-3;Q14677-2;Q14677	Clathrin interactor 1	CLINT1	>sp|Q14677-3|EPN4_HUMAN Isoform 3 of Clathrin interactor 1 OS=Homo sapiens GN=CLINT1;>sp|Q14677-2|EPN4_HUMAN Isoform 2 of Clathrin interactor 1 OS=Homo sapiens GN=CLINT1;>sp|Q14677|EPN4_HUMAN Clathrin interactor 1 OS=Homo sapiens GN=CLINT1 PE=1 SV=1	CLINT1	0.2901885	0.2485348	0.1492593	0.1746621	0
Q14678-2;Q14678;Q5W0W1;Q5W0W2;Q5W0W3	Q14678-2;Q14678;Q5W0W1	KN motif and ankyrin repeat domain-containing protein 1	KANK1	>sp|Q14678-2|KANK1_HUMAN Isoform 2 of KN motif and ankyrin repeat domain-containing protein 1 OS=Homo sapiens GN=KANK1;>sp|Q14678|KANK1_HUMAN KN motif and ankyrin repeat domain-containing protein 1 OS=Homo sapiens GN=KANK1 PE=1 SV=3;>tr|Q5W0W1|Q5W0W1_HUMAN	KANK1	NaN	NaN	-0.1878058	-0.1767561	0
Q14680-3;Q14680-4;Q14680-5;Q14680-2;Q14680-8;Q14680-6;Q14680;Q14680-7	Q14680-3;Q14680-4;Q14680-5;Q14680-2;Q14680-8;Q14680-6;Q14680;Q14680-7	Maternal embryonic leucine zipper kinase	MELK	>sp|Q14680-3|MELK_HUMAN Isoform 3 of Maternal embryonic leucine zipper kinase OS=Homo sapiens GN=MELK;>sp|Q14680-4|MELK_HUMAN Isoform 4 of Maternal embryonic leucine zipper kinase OS=Homo sapiens GN=MELK;>sp|Q14680-5|MELK_HUMAN Isoform 5 of Maternal embryo	MELK	NaN	NaN	NaN	NaN	0
Q14683;G8JLG1;V9GY57;H0Y7K8;V9GYN9	Q14683;G8JLG1	Structural maintenance of chromosomes protein 1A	SMC1A	>sp|Q14683|SMC1A_HUMAN Structural maintenance of chromosomes protein 1A OS=Homo sapiens GN=SMC1A PE=1 SV=2;>tr|G8JLG1|G8JLG1_HUMAN Structural maintenance of chromosomes protein 1A OS=Homo sapiens GN=SMC1A PE=1 SV=2	SMC1A	-0.006898093	-0.01766534	-0.0359637	-0.009524296	0
Q14684-2;Q14684	Q14684-2;Q14684	Ribosomal RNA processing protein 1 homolog B	RRP1B	>sp|Q14684-2|RRP1B_HUMAN Isoform 2 of Ribosomal RNA processing protein 1 homolog B OS=Homo sapiens GN=RRP1B;>sp|Q14684|RRP1B_HUMAN Ribosomal RNA processing protein 1 homolog B OS=Homo sapiens GN=RRP1B PE=1 SV=3	RRP1B	-0.02378298	0.02885203	0.06295063	-0.06680508	0
Q14686;F6M2K2;F6M2K4	Q14686;F6M2K2	Nuclear receptor coactivator 6	NCOA6	>sp|Q14686|NCOA6_HUMAN Nuclear receptor coactivator 6 OS=Homo sapiens GN=NCOA6 PE=1 SV=3;>tr|F6M2K2|F6M2K2_HUMAN Nuclear receptor coactivator 6 OS=Homo sapiens GN=NCOA6 PE=2 SV=1	NCOA6	0.1363226	-0.1846869	NaN	NaN	0
Q14689-3;Q14689-2;Q14689-4;Q14689-6;Q14689	Q14689-3;Q14689-2;Q14689-4;Q14689-6;Q14689	Disco-interacting protein 2 homolog A	DIP2A	>sp|Q14689-3|DIP2A_HUMAN Isoform 3 of Disco-interacting protein 2 homolog A OS=Homo sapiens GN=DIP2A;>sp|Q14689-2|DIP2A_HUMAN Isoform 2 of Disco-interacting protein 2 homolog A OS=Homo sapiens GN=DIP2A;>sp|Q14689-4|DIP2A_HUMAN Isoform 4 of Disco-interactin	DIP2A	NaN	NaN	NaN	NaN	0
Q14690;S4R3Q4	Q14690	Protein RRP5 homolog	PDCD11	>sp|Q14690|RRP5_HUMAN Protein RRP5 homolog OS=Homo sapiens GN=PDCD11 PE=1 SV=3	PDCD11	-0.08991206	0.0542234	-0.1261711	-0.03670348	0
Q14691	Q14691	DNA replication complex GINS protein PSF1	GINS1	>sp|Q14691|PSF1_HUMAN DNA replication complex GINS protein PSF1 OS=Homo sapiens GN=GINS1 PE=1 SV=1	GINS1	NaN	NaN	0.242694	0.2525368	0
Q14692	Q14692	Ribosome biogenesis protein BMS1 homolog	BMS1	>sp|Q14692|BMS1_HUMAN Ribosome biogenesis protein BMS1 homolog OS=Homo sapiens GN=BMS1 PE=1 SV=1	BMS1	-0.04443425	0.07272322	0.06143053	0.05713834	0
Q14693-6;Q14693;Q14693-2;Q14693-4;Q14693-3;Q14693-5;Q14693-7	Q14693-6;Q14693;Q14693-2;Q14693-4;Q14693-3;Q14693-5;Q14693-7	Phosphatidate phosphatase LPIN1	LPIN1	>sp|Q14693-6|LPIN1_HUMAN Isoform 6 of Phosphatidate phosphatase LPIN1 OS=Homo sapiens GN=LPIN1;>sp|Q14693|LPIN1_HUMAN Phosphatidate phosphatase LPIN1 OS=Homo sapiens GN=LPIN1 PE=1 SV=2;>sp|Q14693-2|LPIN1_HUMAN Isoform 2 of Phosphatidate phosphatase LPIN1 O	LPIN1	NaN	NaN	NaN	NaN	0.0077779
Q14694;Q14694-3;Q14694-2;H3BNA1;J3KT19;H3BQP1;H3BVF1;H3BQC6;H3BNL0;Q68D90;H3BNS8	Q14694;Q14694-3;Q14694-2	Ubiquitin carboxyl-terminal hydrolase 10	USP10	>sp|Q14694|UBP10_HUMAN Ubiquitin carboxyl-terminal hydrolase 10 OS=Homo sapiens GN=USP10 PE=1 SV=2;>sp|Q14694-3|UBP10_HUMAN Isoform 3 of Ubiquitin carboxyl-terminal hydrolase 10 OS=Homo sapiens GN=USP10;>sp|Q14694-2|UBP10_HUMAN Isoform 2 of Ubiquitin carbo	USP10	-0.03291995	-0.01585547	-0.1668265	-0.05960019	0
Q14696	Q14696	LDLR chaperone MESD	MESDC2	>sp|Q14696|MESD_HUMAN LDLR chaperone MESD OS=Homo sapiens GN=MESDC2 PE=1 SV=2	MESDC2	-0.3585095	-0.392175	-0.2162165	-0.3167257	0
Q14697;F5H6X6	Q14697;F5H6X6	Neutral alpha-glucosidase AB	GANAB	>sp|Q14697|GANAB_HUMAN Neutral alpha-glucosidase AB OS=Homo sapiens GN=GANAB PE=1 SV=3;>tr|F5H6X6|F5H6X6_HUMAN Neutral alpha-glucosidase AB OS=Homo sapiens GN=GANAB PE=1 SV=1	GANAB	-0.2788286	-0.1643992	-0.09810398	-0.147298	0
Q14697-2;E9PKU7;E9PNH1	Q14697-2;E9PKU7	Neutral alpha-glucosidase AB	GANAB	>sp|Q14697-2|GANAB_HUMAN Isoform 2 of Neutral alpha-glucosidase AB OS=Homo sapiens GN=GANAB;>tr|E9PKU7|E9PKU7_HUMAN Neutral alpha-glucosidase AB OS=Homo sapiens GN=GANAB PE=1 SV=1	GANAB	NaN	NaN	-0.1342396	0.05018827	0.00057904
Q14738;Q14738-2;E9PFR3;Q14738-3;H0Y8C4;H7C5Q9;H0YJ35	Q14738;Q14738-2;E9PFR3;Q14738-3;H0Y8C4	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform	PPP2R5D	>sp|Q14738|2A5D_HUMAN Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform OS=Homo sapiens GN=PPP2R5D PE=1 SV=1;>sp|Q14738-2|2A5D_HUMAN Isoform Delta-2 of Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta is	PPP2R5D	0.04208399	-0.007115587	-0.03969592	0.08133958	0
Q14739;C9JXK0;C9JES9	Q14739;C9JXK0	Lamin-B receptor	LBR	>sp|Q14739|LBR_HUMAN Lamin-B receptor OS=Homo sapiens GN=LBR PE=1 SV=2;>tr|C9JXK0|C9JXK0_HUMAN Lamin-B receptor (Fragment) OS=Homo sapiens GN=LBR PE=1 SV=1	LBR	0.3606452	0.4639363	-0.1447119	0.01806431	0
Q14764;H3BQK6;H3BRL2;H3BUK7;H3BNF6;H3BP76;H3BPZ2;H3BNF2;H3BUP3;H3BQE7;I3L155	Q14764	Major vault protein	MVP	>sp|Q14764|MVP_HUMAN Major vault protein OS=Homo sapiens GN=MVP PE=1 SV=4	MVP	0.4107752	0.3953919	0.04879416	-0.02236109	0
Q14789;Q14789-2;F1T0J2;E7EU81;H0Y867;H7C5I7;F8WF12;C9J8Q0	Q14789;Q14789-2;F1T0J2;E7EU81	Golgin subfamily B member 1	GOLGB1	>sp|Q14789|GOGB1_HUMAN Golgin subfamily B member 1 OS=Homo sapiens GN=GOLGB1 PE=1 SV=2;>sp|Q14789-2|GOGB1_HUMAN Isoform 2 of Golgin subfamily B member 1 OS=Homo sapiens GN=GOLGB1;>tr|F1T0J2|F1T0J2_HUMAN Golgin subfamily B member 1 OS=Homo sapiens GN=GOLGB1	GOLGB1	0.3283769	0.4270697	-0.02989736	0.0766959	0
Q14790-3;Q14790-2;Q14790;Q14790-4;Q14790-9;E7ETB7;E7EQ06;Q14790-6;Q14790-5;Q14790-8;Q14790-7;E7EQ01;E7EVN1;H7C0E2;H7BZM4;C9JB29	Q14790-3;Q14790-2;Q14790;Q14790-4;Q14790-9;E7ETB7;E7EQ06;Q14790-6;Q14790-5;Q14790-8;Q14790-7;E7EQ01;E7EVN1	Caspase-8;Caspase-8 subunit p18;Caspase-8 subunit p10	CASP8	>sp|Q14790-3|CASP8_HUMAN Isoform 3 of Caspase-8 OS=Homo sapiens GN=CASP8;>sp|Q14790-2|CASP8_HUMAN Isoform 2 of Caspase-8 OS=Homo sapiens GN=CASP8;>sp|Q14790|CASP8_HUMAN Caspase-8 OS=Homo sapiens GN=CASP8 PE=1 SV=1;>sp|Q14790-4|CASP8_HUMAN Isoform 4 of Casp	CASP8	NaN	NaN	-0.04971074	-0.07384872	0
Q147U1	Q147U1	Zinc finger protein 846	ZNF846	>sp|Q147U1|ZN846_HUMAN Zinc finger protein 846 OS=Homo sapiens GN=ZNF846 PE=1 SV=2	ZNF846	NaN	NaN	NaN	NaN	0.008691
Q147X3;Q147X3-2;J3KNC2;B4DK34	Q147X3;Q147X3-2	N-alpha-acetyltransferase 30	NAA30	>sp|Q147X3|NAA30_HUMAN N-alpha-acetyltransferase 30 OS=Homo sapiens GN=NAA30 PE=1 SV=1;>sp|Q147X3-2|NAA30_HUMAN Isoform 2 of N-alpha-acetyltransferase 30 OS=Homo sapiens GN=NAA30	NAA30	NaN	0.08963377	0.04320455	0.03097168	0
Q14802;Q14802-2;S4R445;Q14802-3	Q14802;Q14802-2;S4R445;Q14802-3	FXYD domain-containing ion transport regulator 3	FXYD3	>sp|Q14802|FXYD3_HUMAN FXYD domain-containing ion transport regulator 3 OS=Homo sapiens GN=FXYD3 PE=2 SV=1;>sp|Q14802-2|FXYD3_HUMAN Isoform 2 of FXYD domain-containing ion transport regulator 3 OS=Homo sapiens GN=FXYD3;>tr|S4R445|S4R445_HUMAN Zinc finger F	FXYD3	NaN	NaN	NaN	NaN	0
Q14807;Q14807-2;H3BRB3;H3BTH5;I3L306;H3BQB9	Q14807;Q14807-2;H3BRB3	Kinesin-like protein KIF22	KIF22	>sp|Q14807|KIF22_HUMAN Kinesin-like protein KIF22 OS=Homo sapiens GN=KIF22 PE=1 SV=5;>sp|Q14807-2|KIF22_HUMAN Isoform 2 of Kinesin-like protein KIF22 OS=Homo sapiens GN=KIF22;>tr|H3BRB3|H3BRB3_HUMAN Kinesin-like protein KIF22 OS=Homo sapiens GN=KIF22 PE=1	KIF22	0.2746493	0.1183597	NaN	NaN	0
Q14814-4;Q14814;Q14814-6;Q14814-5;Q05BX2;Q14814-3;Q14814-2	Q14814-4;Q14814;Q14814-6;Q14814-5;Q05BX2;Q14814-3;Q14814-2	Myocyte-specific enhancer factor 2D	MEF2D	>sp|Q14814-4|MEF2D_HUMAN Isoform MEF2DA0 of Myocyte-specific enhancer factor 2D OS=Homo sapiens GN=MEF2D;>sp|Q14814|MEF2D_HUMAN Myocyte-specific enhancer factor 2D OS=Homo sapiens GN=MEF2D PE=1 SV=1;>sp|Q14814-6|MEF2D_HUMAN Isoform MEF2D00 of Myocyte-speci	MEF2D	-1.090465	-0.3096813	-0.4597148	-0.3793761	0
Q14847;Q14847-2;C9J9W2;Q14847-3;F6S2S5;J3KSN1;K7ESD6;O76041-2	Q14847;Q14847-2;C9J9W2;Q14847-3	LIM and SH3 domain protein 1	LASP1	>sp|Q14847|LASP1_HUMAN LIM and SH3 domain protein 1 OS=Homo sapiens GN=LASP1 PE=1 SV=2;>sp|Q14847-2|LASP1_HUMAN Isoform 2 of LIM and SH3 domain protein 1 OS=Homo sapiens GN=LASP1;>tr|C9J9W2|C9J9W2_HUMAN LIM and SH3 domain protein 1 (Fragment) OS=Homo sapie	LASP1	-0.4560687	-0.6128801	-0.1656448	-0.1299707	0
Q14872	Q14872	Metal regulatory transcription factor 1	MTF1	>sp|Q14872|MTF1_HUMAN Metal regulatory transcription factor 1 OS=Homo sapiens GN=MTF1 PE=1 SV=2	MTF1	NaN	NaN	NaN	NaN	0
